№,Файл,Название,Длина (мм),Ширина (мм),Высота (мм),Кол-во,Объём 1 шт (м³),Общий объём (м³),Масса (кг),Транспорт
1,data_for_algoritm_15380.json,RM800F,1420,720,600,2,0.6134,1.23,96.0,Европаллета
2,data_for_algoritm_14947.json,D300,630,400,450,4,0.1134,0.45,80.0,Европаллета
3,data_for_algoritm_15792.json,M300MKII,650,380,520,3,0.1284,0.39,88.5,Европаллета
4,data_for_algoritm_15503.json,А145,2800,1800,1450,1,7.308,7.31,1.23,Фургон
5,data_for_algoritm_15486.json,"Нап пивн ESSA АнанасГрейп 6,5% жб 0.45L",390,254,171,1,0.0169,0.02,11.29,Европаллета
6,data_for_algoritm_15444.json,шина,4000,200,200,1,0.16,0.16,100.0,Европаллета
7,data_for_algoritm_15323.json,SAP6600600335,300,190,160,1,0.0091,0.01,0.6,Европаллета
8,data_for_algoritm_17374.json,Гофрокороб N23 (565х380х495),1200,883,2095,2,2.2199,4.44,500.0,Фургон
9,data_for_algoritm_15216.json,201,356,186,205,1,0.0136,0.01,5.15,Европаллета
10,data_for_algoritm_16901.json,Напиток ба LIPTON хол. зеленый чай 0.5L,261,195,227,1,0.0116,0.01,6.47,Европаллета
11,data_for_algoritm_15024.json,Özbekoğlu,1200,1400,2200,1,3.696,3.7,400.0,Фургон
12,data_for_algoritm_14975.json,ПС-2.6,2550,1927,60,1,0.2948,0.29,145.0,Европаллета
13,data_for_algoritm_15217.json,110,236,171,142,2,0.0057,0.01,3.85,Европаллета
14,data_for_algoritm_15483.json,А282,5000,1200,1600,1,9.6,9.6,1000.0,Фургон
15,data_for_algoritm_15489.json,А263,4270,3270,1110,1,15.4988,15.5,2.63,Спецтранспорт
16,data_for_algoritm_17212.json,30. (R13D) Упаковка гранитного пола,1470,1150,265,1,0.448,0.45,100.0,Европаллета
17,data_for_algoritm_14974.json,ПК-05,4244,2400,100,4,1.0186,4.07,2036.8,Фургон
18,data_for_algoritm_15481.json,А351,10990,3430,3010,1,113.4641,113.46,13.18,Спецтранспорт
19,data_for_algoritm_17373.json,Гофрокороб N17 (595х260х500),1200,800,2095,11,2.0112,22.12,2750.0,Фура 13.6 м
20,data_for_algoritm_16900.json,"Молоко PARMALAT Comfort Безлакт 1,8% 1 л",301,236,217,1,0.0154,0.02,12.87,Европаллета
21,data_for_algoritm_15483.json,А311,5040,2540,1260,1,16.13,16.13,1.57,Спецтранспорт
22,data_for_algoritm_17022.json,ступень,3000,300,80,10,0.072,0.72,10.0,Европаллета
23,data_for_algoritm_15834.json,JamLab 6R,490,280,380,1,0.0521,0.05,9.5,Европаллета
24,data_for_algoritm_11834.json,107,236,171,142,2,0.0057,0.01,3.85,Европаллета
25,data_for_algoritm_15455.json,"Нап пив VELKOP KOZEL темн 3,7% жб 0.45L",407,277,172,1,0.0194,0.02,11.56,Европаллета
26,data_for_algoritm_16901.json,Пряники ЯШКИНО Шоколадные 350г,390,300,170,1,0.0199,0.02,3.14,Европаллета
27,data_for_algoritm_16394.json,палета,1200,800,1800,200,1.728,345.6,40000.0,Спецтранспорт
28,data_for_algoritm_15832.json,JamLab 6C,520,290,290,9,0.0437,0.39,67.5,Европаллета
29,data_for_algoritm_15453.json,Сливки BONVIDA стер пит порц 10% 1010г,350,210,113,1,0.0083,0.01,2.38,Европаллета
30,data_for_algoritm_15483.json,А227,4040,2590,1610,1,16.8464,16.85,1.55,Спецтранспорт
31,data_for_algoritm_16330.json,очистка,2300,1750,1300,1,5.2325,5.23,680.0,Фургон
32,data_for_algoritm_15323.json,SAP6600600335,600,300,750,1,0.135,0.14,25.0,Европаллета
33,data_for_algoritm_15217.json,94,236,171,142,3,0.0057,0.02,134.32,Европаллета
34,data_for_algoritm_16732.json,Reference 40MKII,670,490,280,2,0.0919,0.18,20.0,Европаллета
35,data_for_algoritm_15217.json,159,297,166,265,5,0.0131,0.07,88.27,Европаллета
36,data_for_algoritm_16589.json,Grill Cyber 100TH,290,250,510,3,0.037,0.11,30.0,Европаллета
37,data_for_algoritm_16441.json,Редуктор Специальный,1550,1000,1450,4,2.2475,8.99,11.6,Фургон
38,data_for_algoritm_15571.json,Чай GREENFIELD Golden Ceylon черн 25пх2г,175,169,363,1,0.0107,0.01,1.09,Европаллета
39,data_for_algoritm_15082.json,корпус2,1200,400,70,1,0.0336,0.03,30.0,Европаллета
40,data_for_algoritm_17079.json,15.1. Упаковка дверей шахты,2100,1150,1000,3,2.415,7.25,225.0,Фургон
41,data_for_algoritm_17341.json,475х370х785,1200,870,2335,16,2.4377,39.0,16.0,Фура 13.6 м
42,data_for_algoritm_15404.json,Корм дкош WHISKAS желе с кроликом 75г,385,98,143,1,0.0054,0.01,2.33,Европаллета
43,data_for_algoritm_16719.json,60,1650,1100,1450,2,2.6317,5.26,1800.0,Фургон
44,data_for_algoritm_15216.json,68,143,97,180,3,0.0025,0.01,2.49,Европаллета
45,data_for_algoritm_15980.json,M808A,1620,980,490,1,0.7779,0.78,136.0,Европаллета
46,data_for_algoritm_16594.json,Cyber 100TH,570,520,370,3,0.1097,0.33,30.0,Европаллета
47,data_for_algoritm_15481.json,А244,4040,2590,1610,1,16.8464,16.85,1.55,Спецтранспорт
48,data_for_algoritm_15212.json,12,1200,850,470,1,0.4794,0.48,400.0,Европаллета
49,data_for_algoritm_15083.json,Вода АРКТИК пит.прир.н.газ.  2л,200,300,310,40,0.0186,0.74,112.0,Европаллета
50,data_for_algoritm_15487.json,Дп вода ФРУТОНЯНЯ артезианская 5л,300,150,360,1,0.0162,0.02,10.24,Европаллета
51,data_for_algoritm_15975.json,M300MKII,650,380,520,1,0.1284,0.13,29.5,Европаллета
52,data_for_algoritm_15216.json,84,232,167,221,1,0.0086,0.01,2.31,Европаллета
53,data_for_algoritm_15489.json,А266,4270,3230,3010,1,41.5142,41.51,3.93,Спецтранспорт
54,data_for_algoritm_15323.json,SAP6600600335,3040,1150,2040,1,7.1318,7.13,1.5,Фургон
55,data_for_algoritm_16732.json,AMP150,570,500,280,7,0.0798,0.56,70.0,Европаллета
56,data_for_algoritm_15834.json,RM600AMKII-R,740,430,400,5,0.1273,0.64,91.0,Европаллета
57,data_for_algoritm_17069.json,Вода АРКТИК пит.прир.н.газ.  2л,200,300,310,11,0.0186,0.2,22.0,Европаллета
58,data_for_algoritm_16616.json,CASE 5,1200,800,2000,1,1.92,1.92,521.0,Фургон
59,data_for_algoritm_15455.json,"Напиток йог CAMPINA Нежн клуб 0,1% 285г",160,116,190,1,0.0035,0.0,1.86,Европаллета
60,data_for_algoritm_16663.json,rrr2,1250,1005,1800,4,2.2612,9.04,4000.0,Фургон
61,data_for_algoritm_16581.json,Grill Cyber 880I,290,250,510,2,0.037,0.07,20.0,Европаллета
62,data_for_algoritm_15483.json,А132,2400,1600,1600,1,6.144,6.14,1000.0,Фургон
63,data_for_algoritm_15575.json,26338101  26337101 MR Connect T24. Akusto™ Wall C Texona,3800,1200,2300,1,10.488,10.49,681.0,Фургон
64,data_for_algoritm_15215.json,К55 216 ДУБ СФР,2500,175,130,60,0.0569,3.41,960.0,Фургон
65,data_for_algoritm_15458.json,"Нап пив ESSA АнанасГрейпф св 6,5%ст0.45L",354,282,245,1,0.0245,0.02,14.7,Европаллета
66,data_for_algoritm_17298.json,ШИШКИН ЛЕС Вода питьевая 19л,360,563,460,30,0.0932,2.8,570.0,Фургон
67,data_for_algoritm_15503.json,А143,2400,1650,900,1,3.564,3.56,610.0,Фургон
68,data_for_algoritm_15456.json,"Нап пив VELKOP KOZEL темн 3,7% жб 0.45L",407,277,172,1,0.0194,0.02,11.56,Европаллета
69,data_for_algoritm_17081.json,6. Упаковка электропроводки №1,450,400,400,1,0.072,0.07,25.0,Европаллета
70,data_for_algoritm_16732.json,A18-P,700,680,380,1,0.1809,0.18,10.0,Европаллета
71,data_for_algoritm_15603.json,PAREP08L59701,6000,1220,1220,1,8.9304,8.93,3.89,Фургон
72,data_for_algoritm_15483.json,А298,5040,2540,1260,1,16.13,16.13,1000.0,Спецтранспорт
73,data_for_algoritm_16220.json,26300900 Connect Angle Bracket,143,105,107,1,0.0016,0.0,0.4,Европаллета
74,data_for_algoritm_15160.json,Изделие сдоб DELISSE Заряшки слоёные500г,261,194,100,3,0.0051,0.02,3.0,Европаллета
75,data_for_algoritm_15487.json,"Масло подсолн ЛЕНТА раф 1,0л",241,399,290,1,0.0279,0.03,15.0,Европаллета
76,data_for_algoritm_15024.json,AVRASYA ENDÜSTRİ VE TEKNINK HIRDAVAT SANTICLTDŞTİ 4,580,400,270,1,0.0626,0.06,40.0,Европаллета
77,data_for_algoritm_16176.json,26338111 Connect T24 Corridor profile 1600mm,1650,110,95,5,0.0172,0.09,68.0,Европаллета
78,data_for_algoritm_16878.json,А46,1100,950,1100,1,1.1495,1.15,510.0,Европаллета
79,data_for_algoritm_15585.json,11,550,550,460,1,0.1391,0.14,33.0,Европаллета
80,data_for_algoritm_15174.json,7,1350,800,720,1,0.7776,0.78,165.0,Европаллета
81,data_for_algoritm_15483.json,А156,2540,1640,1260,1,5.2487,5.25,635.0,Фургон
82,data_for_algoritm_16176.json,26311286 Connect Hanger clip,140,105,105,1,0.0015,0.0,1.0,Европаллета
83,data_for_algoritm_15483.json,А183,3240,1640,1260,1,6.6951,6.7,1000.0,Фургон
84,data_for_algoritm_17201.json,тетива,4000,300,50,50,0.06,3.0,50.0,Фургон
85,data_for_algoritm_16847.json,А74,1200,1100,800,1,1.056,1.06,400.0,Европаллета
86,data_for_algoritm_17079.json,6. Упаковка электропроводки №1,450,400,400,3,0.072,0.22,75.0,Европаллета
87,data_for_algoritm_15450.json,Ванильный сахар ЛЕНТА 10гр,250,100,160,1,0.004,0.0,0.63,Европаллета
88,data_for_algoritm_15571.json,Чай ЛЕНТА зел. с мятоймелиссой 25пак45г,360,170,173,1,0.0106,0.01,0.88,Европаллета
89,data_for_algoritm_15444.json,Шкаф,1400,800,2400,2,2.688,5.38,1000.0,Фургон
90,data_for_algoritm_15503.json,А173,3200,600,525,1,1.008,1.01,304.0,Европаллета
91,data_for_algoritm_17364.json,Гофрокороб N1 (600х380х500),1200,908,2095,2,2.2827,4.57,500.0,Фургон
92,data_for_algoritm_15571.json,Пиво св VELKOP KOZEL паст. 4% жб 0.45L,407,277,172,1,0.0194,0.02,11.56,Европаллета
93,data_for_algoritm_16929.json,подгуз2,700,350,500,100,0.1225,12.25,1500.0,Фургон
94,data_for_algoritm_16878.json,А17,1050,1450,800,1,1.218,1.22,230.0,Европаллета
95,data_for_algoritm_16594.json,Reference 40MKII,670,490,280,2,0.0919,0.18,20.0,Европаллета
96,data_for_algoritm_15483.json,А293,5040,2540,1260,1,16.13,16.13,1.64,Спецтранспорт
97,data_for_algoritm_15435.json,Hygiene Clinic A T24 PE. Master A T24T15,1220,1220,2370,4,3.5275,14.11,3771.2,Фургон
98,data_for_algoritm_17214.json,17. (R13D) Упаковка лебедки,870,1050,1200,1,1.0962,1.1,490.0,Европаллета
99,data_for_algoritm_17198.json,13. Упаковка канатов,600,600,500,1,0.18,0.18,80.0,Европаллета
100,data_for_algoritm_15217.json,64,155,104,115,3,0.0019,0.01,1.56,Европаллета
101,data_for_algoritm_15159.json,Мюсли ОГО! запеченые орех 350г,240,380,170,1,0.0155,0.02,1.0,Европаллета
102,data_for_algoritm_15361.json,JamLab 6,1070,320,430,1,0.1472,0.15,24.2,Европаллета
103,data_for_algoritm_15453.json,"Пиво св ПШЕНИЧКА МягкПшенНеф4,8%ПЭТ1.5L",345,230,218,1,0.0173,0.02,9.33,Европаллета
104,data_for_algoritm_15455.json,Вода пит СВЯТОЙ ИСТОЧНИК нгаз 5L ПЭТ,306,154,320,2,0.0151,0.03,20.68,Европаллета
105,data_for_algoritm_16901.json,Сахар 1кг,400,250,140,11,0.014,0.15,110.33,Европаллета
106,data_for_algoritm_15173.json,16,7350,1910,2920,1,40.9924,40.99,4.3,Спецтранспорт
107,data_for_algoritm_16824.json,Устройство для удаления стружки,3300,2200,2000,1,14.52,14.52,1000.0,Фургон
108,data_for_algoritm_16789.json,7,880,1230,1800,1,1.9483,1.95,350.0,Фургон
109,data_for_algoritm_17096.json,Насос-автомат «ДЖАМБО» 70 50 Ч-24,270,490,515,50,0.0681,3.41,955.0,Фургон
110,data_for_algoritm_17262.json,ЛИДСКИЙ Квас ХЛЕБНЫЙ ПЭТ 1.5л,200,290,330,50,0.0191,0.96,275.0,Европаллета
111,data_for_algoritm_15523.json,RM600AMKII,1290,490,570,1,0.3603,0.36,33.6,Европаллета
112,data_for_algoritm_11834.json,189,281,185,229,2,0.0119,0.02,11.37,Европаллета
113,data_for_algoritm_15402.json,Прокладки VIVI Comfort Normal Soft,340,326,183,1,0.0203,0.02,1.54,Европаллета
114,data_for_algoritm_17346.json,590х360х200,1200,976,2215,6,2.5942,15.57,6.0,Фургон
115,data_for_algoritm_15575.json,G35446739 Solo Baffleanchor 1800x300x40,2000,800,2370,6,3.792,22.75,135.0,Фура 13.6 м
116,data_for_algoritm_16383.json,Кофе Арабика 1 кг,290,250,220,100,0.0159,1.59,600.0,Европаллета
117,data_for_algoritm_15386.json,коробка,310,240,100,88,0.0074,0.65,880.0,Европаллета
118,data_for_algoritm_15983.json,JamLab 6R,490,280,380,1,0.0521,0.05,9.5,Европаллета
119,data_for_algoritm_16952.json,КРАБ 24,280,570,325,60,0.0519,3.11,414.0,Фургон
120,data_for_algoritm_15454.json,Печенье OREO 228г,394,235,165,1,0.0153,0.02,3.44,Европаллета
121,data_for_algoritm_17074.json,6. Упаковка электропроводки №1,450,400,400,1,0.072,0.07,25.0,Европаллета
122,data_for_algoritm_11834.json,54,142,101,126,2,0.0018,0.0,1.23,Европаллета
123,data_for_algoritm_15571.json,Вода пит. СЕНЕЖСКАЯ прир. нгаз. 1.5L,340,156,235,1,0.0125,0.01,9.36,Европаллета
124,data_for_algoritm_17203.json,ступень,1500,300,80,10,0.036,0.36,10.0,Европаллета
125,data_for_algoritm_15481.json,А21,600,600,850,1,0.306,0.31,187.0,Европаллета
126,data_for_algoritm_17213.json,19. (R13D) Упаковка грузов противовеса,800,1000,140,2,0.112,0.22,2000.0,Фургон
127,data_for_algoritm_15328.json,1.9,1500,1000,1800,1,2.7,2.7,290.0,Фургон
128,data_for_algoritm_16018.json,АЙ - ТЕКО 113,1400,800,2000,4,2.24,8.96,800.0,Фургон
129,data_for_algoritm_15481.json,А352,10990,3430,3010,1,113.4641,113.46,13.18,Спецтранспорт
130,data_for_algoritm_16688.json,"Кривошипы (сланцево-серый RAL 7015, наконечник RAL 3020)",2800,450,210,356,0.2646,94.2,391.6,Спецтранспорт
131,data_for_algoritm_15455.json,Кофе JACOBS Монарх классик нат мол 70г,262,192,160,1,0.008,0.01,1.02,Европаллета
132,data_for_algoritm_17365.json,Гофрокороб N9 (580х380х265),1326,966,2095,2,2.6835,5.37,500.0,Фургон
133,data_for_algoritm_17283.json,ШИШКИН ЛЕС Вода питьевая 19л,360,563,460,10,0.0932,0.93,190.0,Европаллета
134,data_for_algoritm_11834.json,10,159,108,146,1,0.0025,0.0,0.84,Европаллета
135,data_for_algoritm_16220.json,26303777 Connect Adj hanger w. eye 950-1350mm,1100,380,185,1,0.0773,0.08,2.0,Европаллета
136,data_for_algoritm_17175.json,УПАКОВКА ОСВЕЩЕНИЯ ШАХТЫ,1420,660,460,3,0.4311,1.29,150.0,Европаллета
137,data_for_algoritm_14784.json,Масло сливочное,350,300,300,16,0.0315,0.5,320.0,Европаллета
138,data_for_algoritm_15389.json,RM600AMKII,1290,490,570,1,0.3603,0.36,33.6,Европаллета
139,data_for_algoritm_16607.json,Ролик 2622,2712,730,730,13,1.4452,18.79,26.44,Фургон
140,data_for_algoritm_16140.json,2pfohs2l3a-5,1140,860,890,1,0.8726,0.87,160.0,Европаллета
141,data_for_algoritm_15503.json,А56,1300,900,725,1,0.8482,0.85,195.0,Европаллета
142,data_for_algoritm_15160.json,Корм дкош WHISKAS Рагу с инд и крол 75г,385,98,143,2,0.0054,0.01,2.0,Европаллета
143,data_for_algoritm_15503.json,А79,1500,1200,325,1,0.585,0.58,173.0,Европаллета
144,data_for_algoritm_15216.json,67,155,104,115,2,0.0019,0.0,1.04,Европаллета
145,data_for_algoritm_15216.json,180,324,196,311,1,0.0197,0.02,10.61,Европаллета
146,data_for_algoritm_17174.json,УПАКОВКА ПОДВЕСНОГО ПОТОЛКА,2200,380,455,3,0.3804,1.14,150.0,Европаллета
147,data_for_algoritm_15211.json,sd,2250,900,1550,1,3.1387,3.14,1.09,Фургон
148,data_for_algoritm_17292.json,А8,400,400,400,1,0.064,0.06,10.0,Европаллета
149,data_for_algoritm_15404.json,Соус SEN SOY соев Классический столов 1л,260,180,260,1,0.0122,0.01,7.0,Европаллета
150,data_for_algoritm_15405.json,Корм дкош WHISKAS слив.соус лоскрев 75,385,98,143,2,0.0054,0.01,4.65,Европаллета
151,data_for_algoritm_17168.json,УПАКОВКА КОМПЕНСИРУЮЩИХ ЦЕПЕЙ,740,600,430,2,0.1909,0.38,400.0,Европаллета
152,data_for_algoritm_15456.json,Чай GREENFIELD Golden Ceylon черн 25пх2г,175,169,363,1,0.0107,0.01,1.09,Европаллета
153,data_for_algoritm_15571.json,Крекер 365 ДНЕЙ Волшебный калейдоскоп200,380,285,228,1,0.0247,0.02,6.33,Европаллета
154,data_for_algoritm_17254.json,1,3980,570,570,2,1.2931,2.59,2.6,Фургон
155,data_for_algoritm_16901.json,Сливки 365 ДНЕЙ упаст 10% 200г,260,160,130,1,0.0054,0.01,3.81,Европаллета
156,data_for_algoritm_15483.json,А170,3050,3140,3150,1,30.1675,30.17,1.79,Спецтранспорт
157,data_for_algoritm_17365.json,Гофрокороб N13 (560х345х420),1200,800,2095,1,2.0112,2.01,250.0,Фургон
158,data_for_algoritm_15482.json,Кетчуп HEINZ Томатный 320г,276,226,216,1,0.0135,0.01,5.36,Европаллета
159,data_for_algoritm_16162.json,G35421506 Ecophon Focus Ds XL 2400x600x20mm non-standard NCS color,2460,1270,2340,4,7.3106,29.24,86.4,Фура 13.6 м
160,data_for_algoritm_16878.json,А11,1000,1400,1700,1,2.38,2.38,655.0,Фургон
161,data_for_algoritm_16682.json,2,1200,800,1200,1,1.152,1.15,480.0,Европаллета
162,data_for_algoritm_16954.json,Насос погружной «ВОДОМЕТ» 55 90 ок,209,933,141,1,0.0275,0.03,17.7,Европаллета
163,data_for_algoritm_17218.json,2. (R13D) Упаковка балки дверей кабины,2170,490,210,2,0.2233,0.45,60.0,Европаллета
164,data_for_algoritm_17041.json,32H540LB,808,115,505,1,0.0469,0.05,4.0,Европаллета
165,data_for_algoritm_15403.json,Томатная паста 365 ДНЕЙ ТУ 25% 500г,340,170,120,1,0.0069,0.01,6.02,Европаллета
166,data_for_algoritm_15503.json,А194,3500,900,1225,1,3.8588,3.86,316.0,Фургон
167,data_for_algoritm_15486.json,Крупа гречневая 365 ДНЕЙ 1с 800г,360,125,205,1,0.0092,0.01,9.66,Европаллета
168,data_for_algoritm_15173.json,7,1350,800,720,1,0.7776,0.78,165.0,Европаллета
169,data_for_algoritm_16341.json,коробки,1000,350,476,40,0.1666,6.66,920.0,Фургон
170,data_for_algoritm_14809.json,Груз 3,560,320,240,17,0.043,0.73,204.0,Европаллета
171,data_for_algoritm_15487.json,Уксус 365 ДНЕЙ столовый 9% 1л,450,450,280,1,0.0567,0.06,9.36,Европаллета
172,data_for_algoritm_15483.json,А308,5040,2340,1260,1,14.8599,14.86,1000.0,Фургон
173,data_for_algoritm_11834.json,118,256,166,177,1,0.0075,0.01,3.56,Европаллета
174,data_for_algoritm_15215.json,К55 216 ДУБ СФР,2500,175,130,13,0.0569,0.74,208.0,Европаллета
175,data_for_algoritm_15160.json,Огурцы ЛЕНТА маринованные 720мл,290,195,130,1,0.0074,0.01,1.0,Европаллета
176,data_for_algoritm_15487.json,Перец 365 ДНЕЙ смесь 20г,265,110,150,1,0.0044,0.0,1.09,Европаллета
177,data_for_algoritm_15198.json,1,5270,1780,1720,1,16.1346,16.13,2.66,Фургон
178,data_for_algoritm_14993.json,30,400,400,675,100,0.108,10.8,2500.0,Фургон
179,data_for_algoritm_16245.json,G35433423 Ecophon Flexiform Atechwool 2400x600x30mm Write Frost,2460,1290,1500,1,4.7601,4.76,2.0,Фургон
180,data_for_algoritm_15215.json,К55 216 ДУБ СФР,2500,175,130,25,0.0569,1.42,400.0,Европаллета
181,data_for_algoritm_17217.json,31. (R13D) Упаковка лестницы в приямок,2700,285,30,2,0.0231,0.05,22.0,Европаллета
182,data_for_algoritm_15503.json,А32,1000,700,525,1,0.3675,0.37,69.0,Европаллета
183,data_for_algoritm_15915.json,"Пиво светлое ВАРИМ СУСЛО 4,9% ПЭТ 1.5L",345,230,218,1,0.0173,0.02,9.33,Европаллета
184,data_for_algoritm_17173.json,УПАКОВКА ЭЛЕКТРОПРОВОДКИ №1,450,400,400,3,0.072,0.22,75.0,Европаллета
185,data_for_algoritm_15483.json,А210,4040,2040,1260,1,10.3844,10.38,2.87,Фургон
186,data_for_algoritm_17365.json,Гофрокороб N15 (595х240х462),1200,800,2095,4,2.0112,8.04,1000.0,Фургон
187,data_for_algoritm_15406.json,Корм дкош WHISKAS Желе с гов и крол 75г,385,98,143,2,0.0054,0.01,4.65,Европаллета
188,data_for_algoritm_17108.json,16,3100,1350,320,1,1.3392,1.34,220.0,Европаллета
189,data_for_algoritm_15503.json,А114,1750,1150,675,1,1.3584,1.36,260.0,Европаллета
190,data_for_algoritm_17108.json,11,3020,1000,650,1,1.963,1.96,380.0,Фургон
191,data_for_algoritm_16881.json,А52,1200,800,1550,1,1.488,1.49,560.0,Европаллета
192,data_for_algoritm_15481.json,А213,4040,2040,1260,1,10.3844,10.38,2.06,Фургон
193,data_for_algoritm_15217.json,120,256,166,177,1,0.0075,0.01,3.56,Европаллета
194,data_for_algoritm_15217.json,163,297,166,265,5,0.0131,0.07,25.0,Европаллета
195,data_for_algoritm_16952.json,Циркуляционный насос «ЦИРКУЛЬ» 32 60 PREMIUM,200,140,145,4,0.0041,0.02,14.15,Европаллета
196,data_for_algoritm_16575.json,калибр500,800,800,250,1,0.16,0.16,140.0,Европаллета
197,data_for_algoritm_16901.json,Дп сок ЧЕРНОГОЛОВКА БЭЙБИ ябл. осв200мл,360,160,123,1,0.0071,0.01,6.0,Европаллета
198,data_for_algoritm_16892.json,А26,800,550,850,1,0.374,0.37,30.0,Европаллета
199,data_for_algoritm_17096.json,Насос погружной «ВОДОМЕТ» 55 50 ок,209,773,141,60,0.0228,1.37,558.0,Европаллета
200,data_for_algoritm_15160.json,Макароны GRAND DI PASTA Спагетти 450 г,300,135,323,1,0.0131,0.01,1.0,Европаллета
201,data_for_algoritm_15217.json,187,287,222,141,3,0.009,0.03,8.75,Европаллета
202,data_for_algoritm_15161.json,28,1250,950,800,1,0.95,0.95,315.0,Европаллета
203,data_for_algoritm_16878.json,А70,1200,1100,800,1,1.056,1.06,400.0,Европаллета
204,data_for_algoritm_16358.json,4,2840,620,900,1,1.5847,1.58,80.0,Европаллета
205,data_for_algoritm_15361.json,RM600AMKII-C,530,410,310,4,0.0674,0.27,32.0,Европаллета
206,data_for_algoritm_15503.json,А206,4250,2250,2100,1,20.0813,20.08,3.0,Фура 13.6 м
207,data_for_algoritm_15481.json,А233,4040,2040,1260,1,10.3844,10.38,2.54,Фургон
208,data_for_algoritm_15481.json,А210,4040,2040,1260,1,10.3844,10.38,2.87,Фургон
209,data_for_algoritm_17341.json,2000х900,2000,1000,2215,4,4.43,17.72,4.0,Фургон
210,data_for_algoritm_17022.json,поруч,3000,80,88,15,0.0211,0.32,15.0,Европаллета
211,data_for_algoritm_15445.json,Шина,2300,300,300,1,0.207,0.21,210.0,Европаллета
212,data_for_algoritm_15481.json,А100,1830,390,470,1,0.3354,0.34,193.0,Европаллета
213,data_for_algoritm_15915.json,"Пиво св ОХОТА Крепкое паст8,1% ПЭТ 1.25L",250,250,340,1,0.0213,0.02,12.4,Европаллета
214,data_for_algoritm_17081.json,12. Упаковка противовеса,3200,250,260,1,0.208,0.21,75.0,Европаллета
215,data_for_algoritm_15504.json,Зубная паста,250,200,180,80,0.009,0.72,120.0,Европаллета
216,data_for_algoritm_15216.json,12,159,108,146,1,0.0025,0.0,0.84,Европаллета
217,data_for_algoritm_16960.json,в,310,640,510,1,0.1012,0.1,3.0,Европаллета
218,data_for_algoritm_15217.json,179,324,196,311,2,0.0197,0.04,33.42,Европаллета
219,data_for_algoritm_15159.json,Корм дкотят WHISKAS Паштет с куриц 75г,385,98,143,2,0.0054,0.01,2.0,Европаллета
220,data_for_algoritm_17367.json,Гофрокороб N19 (595х240х685),1200,800,2095,2,2.0112,4.02,500.0,Фургон
221,data_for_algoritm_14457.json,К55 216 ДУБ СФР,2200,175,250,3,0.0963,0.29,48.0,Европаллета
222,data_for_algoritm_15217.json,103,236,171,112,1,0.0045,0.0,27.03,Европаллета
223,data_for_algoritm_15503.json,А5,600,400,275,1,0.066,0.07,35.0,Европаллета
224,data_for_algoritm_15456.json,"Напол-ль дктуал 365 ДНЕЙ древ 6,5л 4кг",470,220,100,1,0.0103,0.01,4.0,Европаллета
225,data_for_algoritm_16881.json,А41,1100,950,1100,1,1.1495,1.15,530.0,Европаллета
226,data_for_algoritm_17173.json,УПАКОВКА БЫЛКИ ДВЕРЕЙ КАБИНЫ,2170,490,210,3,0.2233,0.67,90.0,Европаллета
227,data_for_algoritm_17171.json,УПАКОВКА ПОДСТАВОК ПОД КАБИНУ И ПРОТИВОВЕС,1290,530,660,3,0.4512,1.35,300.0,Европаллета
228,data_for_algoritm_15483.json,А202,3240,1640,1260,1,6.6951,6.7,652.0,Фургон
229,data_for_algoritm_16878.json,А44,1100,950,1100,1,1.1495,1.15,300.0,Европаллета
230,data_for_algoritm_15160.json,Огурчики ДЯДЯ ВАНЯ по-берлински 680г,340,190,145,2,0.0094,0.02,2.0,Европаллета
231,data_for_algoritm_15456.json,Лапша DOSHIRAK Чан Рамен с остр гов 120г,385,285,135,1,0.0148,0.01,2.73,Европаллета
232,data_for_algoritm_16726.json,Короб Basir 12,520,400,360,1,0.0749,0.07,12.0,Европаллета
233,data_for_algoritm_11834.json,36,155,104,115,2,0.0019,0.0,1.05,Европаллета
234,data_for_algoritm_16846.json,А79,1300,1100,840,1,1.2012,1.2,1000.0,Европаллета
235,data_for_algoritm_15571.json,Печенье ЛЮБЯТОВО Топленое молоко 267г,358,210,182,1,0.0137,0.01,4.32,Европаллета
236,data_for_algoritm_17074.json,28. (R05W) Упаковка ограждений на крыше,870,60,745,1,0.0389,0.04,9.0,Европаллета
237,data_for_algoritm_15941.json,G35597480 Gedina A T15T24 NE,1220,1220,2600,1,3.8698,3.87,18.0,Фургон
238,data_for_algoritm_16901.json,"Молоко PARMALAT Comfort Безлакт 1,8% 1 л",301,236,217,1,0.0154,0.02,12.87,Европаллета
239,data_for_algoritm_17174.json,УПАКОВКА ПОДСТАВОК ПОД КАБИНУ И ПРОТИВОВЕС,1290,530,660,3,0.4512,1.35,300.0,Европаллета
240,data_for_algoritm_15453.json,Изд слоен DELISSE Штрудельки с ябл. 315г,255,175,45,1,0.002,0.0,0.38,Европаллета
241,data_for_algoritm_15481.json,А205,3400,2150,1080,1,7.8948,7.89,1.27,Фургон
242,data_for_algoritm_16004.json,Зеркало Гримерное настольное черное 800х700 (11 ламп),50,880,780,1,0.0343,0.03,9.5,Европаллета
243,data_for_algoritm_15483.json,А266,4270,3230,3010,1,41.5142,41.51,3.93,Спецтранспорт
244,data_for_algoritm_15160.json,Горошек зел ЛЕНТА 425мл,340,255,87,1,0.0075,0.01,1.0,Европаллета
