file,total_count,total_vol_m3,total_mass,missing_sizes,space_vol_m3,computed_fill_percent,flag
data_for_algoritm_16251.json,5,4.013246,540.0,0,91.63,4.38,LOW_FILL
data_for_algoritm_16258.json,153,33.295674,1117.0,0,91.63,36.337,OK
data_for_algoritm_16259.json,153,33.295674,1117.0,0,91.63,36.337,OK
data_for_algoritm_16304.json,30,20.24176,9740.0,0,91.63,22.091,OK
data_for_algoritm_16305.json,30,20.24176,9740.0,0,91.63,22.091,OK
data_for_algoritm_16306.json,30,20.24176,9740.0,0,91.63,22.091,OK
data_for_algoritm_16312.json,24,87.12,54000.0,0,91.63,95.078,OK
data_for_algoritm_16315.json,8,2.882376,268.8,0,91.63,3.146,LOW_FILL
data_for_algoritm_16317.json,16,21.89776,4603.42,0,91.63,23.898,OK
data_for_algoritm_16321.json,12,57.4305,8620.0,0,91.63,62.677,OK
data_for_algoritm_16324.json,12,57.4305,8620.0,0,91.63,62.677,OK
data_for_algoritm_16325.json,110,19.93568,3190.0,0,91.63,21.757,OK
data_for_algoritm_16326.json,312,67.9761,14320.0,0,91.63,74.185,OK
data_for_algoritm_16327.json,512,75.0065,18120.0,0,91.63,81.858,OK
data_for_algoritm_16328.json,362,69.7337,15270.0,0,91.63,76.104,OK
data_for_algoritm_16329.json,25,64.8,3750.0,0,91.63,70.719,OK
data_for_algoritm_16330.json,412,71.4913,16220.0,0,91.63,78.022,OK
data_for_algoritm_16331.json,512,75.0065,18120.0,0,91.63,81.858,OK
data_for_algoritm_16332.json,342,69.03066,14890.0,0,91.63,75.336,OK
data_for_algoritm_16336.json,90,8.07,1260.0,0,91.63,8.807,OK
data_for_algoritm_16337.json,60,5.91,810.0,0,91.63,6.45,OK
data_for_algoritm_16338.json,80,7.35,1110.0,0,91.63,8.021,OK
data_for_algoritm_16341.json,40,6.664,920.0,0,91.63,7.273,OK
data_for_algoritm_16344.json,207,62.84,9850.0,0,91.63,68.58,OK
data_for_algoritm_16345.json,214,63.077016,10256.0,0,91.63,68.839,OK
data_for_algoritm_16357.json,1,11.4,13100.0,0,91.63,12.441,OK
data_for_algoritm_16358.json,16,18.39822,3530.0,0,91.63,20.079,OK
data_for_algoritm_16362.json,54,4.897957,1066.0,0,91.63,5.345,OK
data_for_algoritm_16380.json,50,0.7975,300.0,0,91.63,0.87,LOW_FILL
data_for_algoritm_16381.json,100,1.595,600.0,0,91.63,1.741,LOW_FILL
data_for_algoritm_16382.json,43,80.616,7200.0,0,91.63,87.98,OK
data_for_algoritm_16383.json,100,1.595,600.0,0,91.63,1.741,LOW_FILL
data_for_algoritm_16394.json,200,345.6,40000.0,0,91.63,377.169,OK
data_for_algoritm_16395.json,120,207.36,24000.0,0,91.63,226.301,OK
data_for_algoritm_16396.json,21,30.40122,20788.0,0,91.63,33.178,OK
data_for_algoritm_16403.json,28,69.2034,4200.0,0,91.63,75.525,OK
data_for_algoritm_16404.json,26,64.509,3900.0,0,91.63,70.402,OK
data_for_algoritm_16410.json,34,33.59563,19407.0,0,91.63,36.664,OK
data_for_algoritm_16422.json,37,2.422385,1321.0,0,91.63,2.644,LOW_FILL
data_for_algoritm_16433.json,40,30.72,400.0,0,91.63,33.526,OK
data_for_algoritm_16437.json,1800,47.11278,18100.0,0,91.63,51.416,OK
data_for_algoritm_16441.json,4,8.99,11600.0,0,91.63,9.811,OK
data_for_algoritm_16480.json,563,355.543805,567589.0,0,91.63,388.021,OK
data_for_algoritm_16494.json,5,2.75904,230.0,0,91.63,3.011,LOW_FILL
data_for_algoritm_16495.json,5,1.163217,139.9,0,91.63,1.269,LOW_FILL
data_for_algoritm_16496.json,16,1.39524,296.0,0,91.63,1.523,LOW_FILL
data_for_algoritm_16505.json,15,1.66224,312.5,0,91.63,1.814,LOW_FILL
data_for_algoritm_16506.json,15,1.66224,312.5,0,91.63,1.814,LOW_FILL
data_for_algoritm_16510.json,31,3.198617,552.9,0,91.63,3.491,LOW_FILL
data_for_algoritm_16514.json,19,1.527908,253.0,0,91.63,1.667,LOW_FILL
data_for_algoritm_16516.json,19,1.45824,240.5,0,91.63,1.591,LOW_FILL
data_for_algoritm_16535.json,27,66.8562,4050.0,0,91.63,72.963,OK
data_for_algoritm_16536.json,27,68.4,4050.0,0,91.63,74.648,OK
data_for_algoritm_16541.json,6,11.174447,28643.0,0,91.63,12.195,OK
data_for_algoritm_16542.json,5,8.927622,19643.0,0,91.63,9.743,OK
data_for_algoritm_16544.json,33,52.304,6150.0,0,91.63,57.082,OK
data_for_algoritm_16545.json,7,12.342415,3425.0,0,91.63,13.47,OK
data_for_algoritm_16546.json,13,42.108695,9305.0,0,91.63,45.955,OK
data_for_algoritm_16547.json,13,69.14877,14905.0,0,91.63,75.465,OK
data_for_algoritm_16552.json,11,122.8021,11.0,0,91.63,134.02,OK
data_for_algoritm_16554.json,17,13.142,1955.0,0,91.63,14.342,OK
data_for_algoritm_16555.json,17,13.142,1955.0,0,91.63,14.342,OK
data_for_algoritm_16560.json,183,45.565606,7320.0,0,91.63,49.728,OK
data_for_algoritm_16569.json,3,58.08,75.0,0,91.63,63.385,OK
